Symbol	Company Name	Industry	Market Cap			
TEDU	Tarena International	Diversified Consumer Services	55.12M			
TEF	Telefonica	Diversified Telecommunication Services	21.54B			
TEL	TE Connectivity	"Electronic Equipment, Instruments & C..."	39.48B			
TELA	TELA Bio	Health Care Equipment & Supplies	155.37M			
TELL	Tellurian	"Oil, Gas & Consumable Fuels"	1.67B			
TEN	Tenneco	Auto Components	1.66B			
TENB	Tenable Holdings	Software	4.47B			
TENK	TenX Keane Acquisition	Blank Check / SPAC	95.27M			
TENX	Tenax Therapeutics	Biotechnology	2.73M			
TEO	Telecom Argentina	Diversified Telecommunication Services	1.68B			
TER	Teradyne	Semiconductors & Semiconductor Equipment	15.00B			
TERN	Terns Pharmaceuticals	Biotechnology	186.19M			
TESS	TESSCO Technologies	Communications Equipment	45.06M			
TETC	Tech & Energy Transition	Shell Companies	382.31M			
TETE	Technology & Telecommunication Acquisition	Blank Check / SPAC	122.85M			
TEVA	Teva Pharmaceutical Industries	Pharmaceuticals	10.53B			
TEX	Terex	Machinery	3.05B			
TFC	Truist Financial	Banks	62.70B			
TFFP	TFF Pharmaceuticals	Pharmaceuticals	43.06M			
TFII	TFI International	Road & Rail	9.06B			
TFPM	Triple Flag Precious Metals	Other Precious Metals & Mining	1.75B			
TFSL	TFS Financial	Thrifts & Mortgage Finance	3.94B			
TFX	Teleflex	Health Care Equipment & Supplies	10.30B			
TG	Tredegar	Chemicals	355.80M			
TGAA	Target Global Acquisition I	Blank Check / SPAC	217.69M			
TGAN	Transphorm	Semiconductor Equipment & Materials	398.76M			
TGB	Taseko Mines	Metals & Mining	378.05M			
TGH	Textainer Group Holdings	Trading Companies & Distributors	1.39B			
TGI	Triumph Group	Aerospace & Defense	793.66M			
TGL	Treasure Global	n/a	33.22M			
TGLS	Tecnoglass	Construction Materials	1.17B			
TGNA	Tegna	Media	4.24B			
TGR	Kimbell Tiger Acquisition	Blank Check / SPAC	234.60M			
TGS	Transportadora de Gas del Sur	"Oil, Gas & Consumable Fuels"	1.28B			
TGT	Target	Multiline Retail	79.77B			
TGTX	TG Therapeutics	Biotechnology	1.36B			
TGVC	TG Venture Acquisition	Blank Check / SPAC	115.92M			
TH	Target Hospitality	"Hotels, Restaurants & Leisure"	1.31B			
THAC	Thrive Acquisition	Blank Check / SPAC	176.81M			
THC	Tenet Healthcare	Health Care Providers & Services	4.73B			
THCA	Tuscan Holdings II	Shell Companies	76.65M			
THCH	TH International	"Hotels, Restaurants & Leisure"	169.97M			
THCP	Thunder Bridge Capital Partners IV	Shell Companies	238.15M			
THFF	First Financial	Banks	581.50M			
THG	The Hanover Insurance Group	Insurance	4.98B			
THM	International Tower Hill Mines	Metals & Mining	101.56M			
THMO	ThermoGenesis Holdings	Health Care Equipment & Supplies	4.90M			
THO	Thor Industries	Automobiles	4.86B			
THR	Thermon Group Holdings	Electrical Equipment	656.47M			
THRD	Third Harmonic Bio	Biotechnology	767.06M			
THRM	Gentherm	Auto Components	2.41B			
THRN	Thorne HealthTech	Packaged Foods	186.18M			
THRX	Theseus Pharmaceuticals	Biotechnology	246.99M			
THRY	Thryv Holdings	Media	681.92M			
THS	TreeHouse Foods	Food Products	2.66B			
THTX	Theratechnologies	Biotechnology	180.77M			
TIG	Trean Insurance Group	Biotechnology	135.73M			
TIGO	Millicom International Cellular	Wireless Telecommunication Services	2.26B			
TIGR	UP Fintech Holding	Capital Markets	675.76M			
TIL	Instil Bio	Biotechnology	293.11M			
TILE	Interface	Commercial Services & Supplies	649.91M			
TIMB	TIM S.A.	Telecom Services	6.16B			
TINV	Tiga Acquisition	Blank Check / SPAC	290.08M			
TIOA	Tio Tech A	Shell Companies	344.31M			
TIPT	Tiptree	Insurance	462.95M			
TIRX	Tian Ruixiang Holdings	Insurance Brokers	7.23M			
TISI	"Team, Inc."	Commercial Services & Supplies	34.94M			
TITN	Titan Machinery	Trading Companies & Distributors	803.64M			
TIVC	Tivic Health Systems	Medical Devices	16.07M			
TIXT	TELUS International	Software-Infrastructure	5.29B			
TJX	The TJX Companies	Specialty Retail	85.80B			
TK	Teekay	"Oil, Gas & Consumable Fuels"	437.75M			
TKAT	Takung Art Co.	Interactive Media & Services	29.28M			
TKC	Turkcell Iletisim Hizmetleri A.S.	Wireless Telecommunication Services	3.80B			
TKLF	Yoshitsu	Household & Personal Products	43.14M			
TKNO	Alpha Teknova	Drug Manufacturers-Specialty & Generic	139.28M			
TKR	The Timken Company	Machinery	5.36B			
TLF	Tandy Leather Factory	Specialty Retail	31.21M			
TLGA	TLG Acquisition One	Blank Check / SPAC	399.60M			
TLGY	TLGY Acquisition	Blank Check / SPAC	232.76M			
TLIS	Talis Biomedical	Medical Devices	15.43M			
TLK	Telkom Indonesia	Diversified Telecommunication Services	25.74B			
TLRY	Tilray	Pharmaceuticals	2.56B			
TLS	Telos	Software	302.14M			
TLSA	Tiziana Life Sciences	Biotechnology	70.85M			
TLYS	Tilly's	Specialty Retail	215.73M			
TM	Toyota Motor	Automobiles	196.09B			
TMAC	The Music Acquisition	Blank Check / SPAC	230.85M			
TMBR	Timber Pharmaceuticals	Biotechnology	5.45M			
TMC	TMC the metals company	Metals & Mining	229.90M			
TMCI	Treace Medical Concepts	Medical Devices	1.36B			
TMDI	Titan Medical	Health Care Equipment & Supplies	46.34M			
TMDX	TransMedics Group	Health Care Equipment & Supplies	1.80B			
TME	Tencent Music Entertainment Group	Entertainment	7.48B			
TMHC	Taylor Morrison Home	Household Durables	3.05B			
TMKR	Tastemaker Acquisition	Blank Check / SPAC	277.93M			
TMO	Thermo Fisher Scientific	Life Sciences Tools & Services	211.27B			
TMP	Tompkins Financial	Banks	1.18B			
TMQ	Trilogy Metals	Metals & Mining	85.69M			
TMST	TimkenSteel	Metals & Mining	871.60M			
TMUS	T-Mobile US	Wireless Telecommunication Services	181.88B			
TNC	Tennant Company	Machinery	1.23B			
TNDM	Tandem Diabetes Care	Health Care Equipment & Supplies	2.56B			
TNET	TriNet Group	Professional Services	4.25B			
TNGX	Tango Therapeutics	Biotechnology	683.40M			
TNK	Teekay Tankers	"Oil, Gas & Consumable Fuels"	918.26M			
TNL	Travel + Leisure Co.	"Hotels, Restaurants & Leisure"	3.27B			
TNON	Tenon Medical	Medical Devices	25.06M			
TNP	Tsakos Energy Navigation	"Oil, Gas & Consumable Fuels"	515.06M			
TNXP	Tonix Pharmaceuticals Holding	Biotechnology	26.79M			
TNYA	Tenaya Therapeutics	Biotechnology	110.44M			
TOAC	Talon 1 Acquisition	Blank Check / SPAC	236.21M			
TOI	The Oncology Institute	Medical Care Facilities	159.49M			
TOL	Toll Brothers	Household Durables	5.33B			
TOMZ	TOMI Environmental Solutions	Commercial Services & Supplies	14.14M			
TOP	Zhong Yang Financial Group	Capital Markets	188.57M			
TOPS	Top Ships	"Oil, Gas & Consumable Fuels"	12.12M			
TOST	Toast	Software-Infrastructure	6.63B			
TOUR	Tuniu	"Hotels, Restaurants & Leisure"	109.35M			
TOVX	Theriva Biologics	Biotechnology	9.77M			
TOWN	TowneBank	Banks	2.34B			
TPB	Turning Point Brands	Tobacco	376.57M			
TPBA	TPB Acquisition I	Blank Check / SPAC	178.47M			
TPC	Tutor Perini	Construction & Engineering	380.48M			
TPG	TPG Inc.	Asset Management	3.31B			
TPH	TRI Pointe Homes	Household Durables	1.86B			
TPHS	Trinity Place Holdings	Real Estate Management & Development	25.98M			
TPIC	TPI Composites	Electrical Equipment	493.77M			
TPL	Texas Pacific Land	"Oil, Gas & Consumable Fuels"	20.62B			
TPR	Tapestry	"Textiles, Apparel & Luxury Goods"	8.56B			
TPST	Tempest Therapeutics	Biotechnology	16.77M			
TPVG	TriplePoint Venture Growth BDC	Capital Markets	467.49M			
TPX	Tempur Sealy International	Household Durables	5.60B			
TR	Tootsie Roll Industries	Food Products	1.65B			
TRAQ	Trine II Acquisition	Blank Check / SPAC	419.80M			
TRC	Tejon Ranch Company	Real Estate Management & Development	475.93M			
TRCA	Twin Ridge Capital Acquisition	Blank Check / SPAC	212.87M			
TRDA	Entrada Therapeutics	Biotechnology	597.66M			
TREE	LendingTree	Thrifts & Mortgage Finance	364.77M			
TREX	Trex Company	Building Products	5.41B			
TRGP	Targa Resources	"Oil, Gas & Consumable Fuels"	16.44B			
TRHC	Tabula Rasa HealthCare	Health Care Technology	107.41M			
TRI	Thomson Reuters	Professional Services	52.67B			
TRIB	Trinity Biotech	Health Care Equipment & Supplies	50.68M			
TRIN	Trinity Capital	Asset Management	391.09M			
TRIP	TripAdvisor	Interactive Media & Services	2.83B			
TRIS	Tristar Acquisition I	Blank Check / SPAC	230.23M			
TRKA	Troika Media Group	Advertising Agencies	17.74M			
TRMB	Trimble	"Electronic Equipment, Instruments & C..."	15.29B			
TRMD	Torm PLC	Oil & Gas Midstream	2.24B			
TRMK	Trustmark	Banks	2.26B			
TRMR	Tremor International	Advertising Agencies	645.24M			
TRN	Trinity Industries	Machinery	2.43B			
TRNO	Terreno Realty	Equity Real Estate Investment Trusts ...	4.43B			
TRNS	Transcat	Trading Companies & Distributors	598.62M			
TRON	Corner Growth Acquisition 2	Blank Check / SPAC	75.32M			
TROO	TROOPS	Software-Application	192.02M			
TROW	T. Rowe Price Group	Capital Markets	29.80B			
TROX	Tronox Holdings	Chemicals	2.25B			
TRP	TC Energy	"Oil, Gas & Consumable Fuels"	48.83B			
TRQ	Turquoise Hill Resources	Metals & Mining	6.35B			
TRS	TriMas	Machinery	1.11B			
TRST	TrustCo Bank Corp NY	Thrifts & Mortgage Finance	710.63M			
TRT	Trio-Tech International	Semiconductors & Semiconductor Equipment	19.93M			
TRTL	TortoiseEcofin Acquisition III	Blank Check / SPAC	342.24M			
TRTN	Triton International	Trading Companies & Distributors	3.81B			
TRTX	TPG RE Finance Trust	Mortgage Real Estate Investment Trust...	574.36M			
TRU	TransUnion	Professional Services	12.53B			
TRUE	TrueCar	Interactive Media & Services	175.81M			
TRUP	Trupanion	Insurance	2.65B			
TRV	The Travelers Companies	Insurance	42.59B			
TRVG	Trivago	Interactive Media & Services	462.44M			
TRVI	Trevi Therapeutics	Pharmaceuticals	113.73M			
TRVN	Trevena	Biotechnology	475.54M			
TRX	TRX Gold	Metals & Mining	100.85M			
TS	Tenaris	Energy Equipment & Services	19.47B			
TSAT	Telesat	Communication Equipment	106.81M			
TSBK	Timberland Bancorp	Thrifts & Mortgage Finance	278.97M			
TSCO	Tractor Supply Company	Specialty Retail	23.09B			
TSE	Trinseo	Chemicals	961.43M			
TSEM	Tower Semiconductor	Semiconductors & Semiconductor Equipment	4.50B			
TSHA	Taysha Gene Therapies	Biotechnology	105.60M			
TSIB	Tishman Speyer Innovation II	Shell Companies	300.90M			
TSLA	Tesla	Automobiles	618.82B			
TSLX	Sixth Street Specialty Lending	Capital Markets	1.50B			
TSM	Taiwan Semiconductor Manufacturing Company	Semiconductors & Semiconductor Equipment	382.89B			
TSN	Tyson Foods	Food Products	19.52B			
TSP	TuSimple Holdings	Trucking	559.05M			
TSPQ	TCW Special Purpose Acquisition	Blank Check / SPAC	459.76M			
TSQ	Townsquare Media	Media	105.33M			
TSRI	"TSR, Inc."	IT Services	15.53M			
TSVT	2seventy bio	Biotechnology	633.21M			
TT	Trane Technologies	Building Products	40.55B			
TTC	The Toro Company	Machinery	11.60B			
TTCF	Tattooed Chef	Food Products	309.22M			
TTD	The Trade Desk	Software	21.65B			
TTE	TotalEnergies SE	"Oil, Gas & Consumable Fuels"	148.13B			
TTEC	TTEC Holdings	IT Services	2.18B			
TTEK	Tetra Tech	Commercial Services & Supplies	8.67B			
TTGT	TechTarget	Media	1.44B			
TTI	TETRA Technologies	Energy Equipment & Services	517.05M			
TTM	Tata Motors	Automobiles	20.34B			
TTMI	TTM Technologies	"Electronic Equipment, Instruments & C..."	1.55B			
TTNP	Titan Pharmaceuticals	Pharmaceuticals	13.31M			
TTOO	T2 Biosystems	Biotechnology	13.40M			
TTSH	Tile Shop Holdings	Specialty Retail	188.10M			
TTWO	Take-Two Interactive Software	Entertainment	17.16B			
TU	TELUS	Diversified Telecommunication Services	31.09B			
TUEM	Tuesday Morning	Discount Stores	23.47M			
TUP	Tupperware Brands	Household Durables	242.85M			
TURN	180 Degree Capital	Capital Markets	57.68M			
TUSK	Mammoth Energy Services	Energy Equipment & Services	342.07M			
TUYA	"Tuya, Inc."	Software-Infrastructure	557.54M			
TV	Grupo Televisa SAB	Media	3.24B			
TVTX	Travere Therapeutics	Biotechnology	1.42B			
TW	Tradeweb Markets	Capital Markets	6.56B			
TWCB	Bilander Acquisition	Blank Check / SPAC	164.30M			
TWI	Titan International	Machinery	947.69M			
TWIN	"Twin Disc,"	Machinery	147.52M			
TWKS	Thoughtworks Holding	Information Technology Services	2.65B			
TWLO	Twilio	IT Services	9.65B			
TWLV	Twelve Seas Investment Company II	Shell Companies	354.51M			
TWND	Tailwind Acquisition	Blank Check / SPAC	336.89M			
TWNI	Tailwind International Acquisition	Blank Check / SPAC	345.35M			
TWNK	Hostess Brands	Food Products	3.60B			
TWO	Two Harbors Investment	Mortgage Real Estate Investment Trust...	1.44B			
TWOA	two	Shell Companies	220.22M			
TWOU	"2U, Inc."	Software	661.61M			
TWST	Twist Bioscience	Biotechnology	2.22B			
TX	Ternium	Metals & Mining	6.32B			
TXG	10X Genomics	Life Sciences Tools & Services	3.95B			
TXMD	TherapeuticsMD	Pharmaceuticals	67.92M			
TXN	Texas Instruments	Semiconductors & Semiconductor Equipment	162.90B			
TXRH	Texas Roadhouse	"Hotels, Restaurants & Leisure"	6.43B			
TXT	Textron	Aerospace & Defense	14.80B			
TYDE	Cryptyde	Packaging & Containers	14.14M			
TYG	Tortoise Energy Infrastructure	Asset Management	400.90M			
TYL	Tyler Technologies	Software	13.52B			
TYRA	Tyra Biosciences	Biotechnology	340.53M			
TZOO	Travelzoo	Interactive Media & Services	71.83M			
TZPS	TZP Strategies Acquisition	Blank Check / SPAC	287.21M			
U	Unity Software	Software	13.44B			
UA	Under Armour	"Textiles, Apparel & Luxury Goods"	1.86B			
UAA	Under Armour	"Textiles, Apparel & Luxury Goods"	1.77B			
UAL	United Airlines Holdings	Airlines	14.62B			
UAMY	United States Antimony	Metals & Mining	39.26M			
UAN	CVR Partners LP	Chemicals	1.25B			
UAVS	AgEagle Aerial Systems	Machinery	47.26M			
UBA	Urstadt Biddle Properties	Equity Real Estate Investment Trusts ...	561.85M			
UBCP	United Bancorp	Banks	90.96M			
UBER	Uber Technologies	Road & Rail	58.14B			
UBFO	United Security Bancshares	Banks	118.49M			
UBOH	United Bancshares	Banks	59.61M			
UBP	Urstadt Biddle Properties	Equity Real Estate Investment Trusts ...	194.79M			
UBS	UBS Group AG	Capital Markets	59.19B			
UBSI	United Bankshares	Banks	5.77B			
UBX	Unity Biotechnology	Biotechnology	35.62M			
UCBI	United Community Banks	Banks	4.01B			
UCL	uCloudlink Group	Telecom Services	55.05M			
UCTT	Ultra Clean Holdings	Semiconductors & Semiconductor Equipment	1.58B			
UDMY	Udemy	Education & Training Services	2.14B			
UDR	"UDR, Inc."	Equity Real Estate Investment Trusts ...	13.06B			
UE	Urban Edge Properties	Equity Real Estate Investment Trusts ...	1.78B			
UEC	Uranium Energy	"Oil, Gas & Consumable Fuels"	1.48B			
UEIC	Universal Electronics	Household Durables	282.04M			
UFAB	Unique Fabricating	Auto Components	10.60M			
UFCS	United Fire Group	Insurance	719.89M			
UFI	Unifi	"Textiles, Apparel & Luxury Goods"	150.48M			
UFPI	UFP Industries	Building Products	4.93B			
UFPT	UFP Technologies	Containers & Packaging	846.09M			
UG	United-Guardian	Personal Products	51.96M			
UGI	UGI Corporation	Gas Utilities	7.81B			
UGP	Ultrapar Participacoes	"Oil, Gas & Consumable Fuels"	2.90B			
UGRO	Urban-gro	Farm & Heavy Construction Machinery	41.70M			
UHAL	Amerco	Road & Rail	10.37B			
UHALB	AMERCO	Road & Rail	1.11B			
UHS	Universal Health Services	Health Care Providers & Services	8.02B			
UHT	Universal Health Realty Income Trust	Equity Real Estate Investment Trusts ...	683.76M			
UI	Ubiquiti	Communications Equipment	17.45B			
UIHC	United Insurance Holdings	Insurance	14.07M			
UIS	Unisys	IT Services	347.07M			
UK	Ucommune International	Real Estate Services	6.56M			
UL	Unilever	Personal Products	119.58B			
ULBI	Ultralife	Electrical Equipment	74.54M			
ULCC	Frontier Group Holdings	Airlines	2.96B			
ULH	Universal Logistics Holdings	Road & Rail	958.60M			
ULTA	Ulta Beauty	Specialty Retail	22.04B			
UMBF	UMB Financial	Banks	4.12B			
UMC	United Microelectronics	Semiconductors & Semiconductor Equipment	18.27B			
UMH	UMH Properties	Equity Real Estate Investment Trusts ...	1.01B			
UMPQ	Umpqua Holdings	Banks	4.50B			
UNAM	Unico American	Insurance	6.36M			
UNB	Union Bankshares	Banks	108.32M			
UNCY	Unicycive Therapeutics	Biotechnology	10.76M			
UNF	UniFirst	Commercial Services & Supplies	2.92B			
UNFI	United Natural Foods	Food & Staples Retailing	2.65B			
UNH	UnitedHealth Group	Health Care Providers & Services	487.80B			
UNIT	Uniti Group	Equity Real Estate Investment Trusts ...	1.85B			
UNM	Unum Group	Insurance	8.06B			
UNP	Union Pacific	Road & Rail	133.72B			
UNTY	Unity Bancorp	Banks	301.82M			
UNVR	Univar Solutions	Trading Companies & Distributors	4.81B			
UONE	Urban One	Media	55.09M			
UONEK	Urban One	Media	151.62M			
UP	Wheels Up Experience	Airports & Air Services	398.49M			
UPC	Universe Pharmaceuticals	Drug Manufacturers-Specialty & Generic	27.62M			
UPH	UpHealth	Health Information Services	69.19M			
UPLD	Upland Software	Software	258.36M			
UPS	United Parcel Service	Air Freight & Logistics	130.05B			
UPST	Upstart Holdings	Consumer Finance	1.84B			
UPTD	TradeUP Acquisition	Blank Check / SPAC	59.14M			
UPWK	Upwork	Professional Services	1.95B			
UPXI	Upexi	Internet Content & Information	85.91M			
URBN	Urban Outfitters	Specialty Retail	2.34B			
URG	Ur-Energy	"Oil, Gas & Consumable Fuels"	303.45M			
URGN	UroGen Pharma	Biotechnology	202.62M			
URI	United Rentals	Trading Companies & Distributors	24.21B			
UROY	Uranium Royalty	Uranium	263.77M			
USAC	USA Compression Partners LP	Energy Equipment & Services	1.78B			
USAP	Universal Stainless & Alloy Products	Metals & Mining	69.58M			
USAS	Americas Gold & Silver	Metals & Mining	95.82M			
USAU	U.S. Gold	Metals & Mining	36.82M			
USB	U.S. Bancorp	Banks	66.74B			
USCB	USCB Financial Holdings	Banks-Regional	270.81M			
USCT	TKB Critical Technologies 1	Shell Companies	235.06M			
USDP	USD Partners LP	"Oil, Gas & Consumable Fuels"	139.53M			
USEA	United Maritime	Marine Shipping	24.99M			
USEG	U.S. Energy	"Oil, Gas & Consumable Fuels"	75.49M			
USER	UserTesting	Software-Application	1.08B			
USFD	US Foods Holding	Food & Staples Retailing	7.71B			
USIO	"Usio, Inc."	IT Services	54.15M			
USLM	United States Lime & Minerals	Construction Materials	768.76M			
USM	United States Cellular	Wireless Telecommunication Services	1.16B			
USNA	USANA Health Sciences	Personal Products	998.50M			
USPH	U.S. Physical Therapy	Health Care Providers & Services	1.12B			
USWS	U.S. Well Services	Oil & Gas Equipment & Services	95.05M			
USX	U.S. Xpress Enterprises	Road & Rail	72.11M			
UTAA	UTA Acquisition	Blank Check / SPAC	232.30M			
UTHR	United Therapeutics	Biotechnology	11.64B			
UTI	Universal Technical Institute	Diversified Consumer Services	250.55M			
UTL	Unitil	Multi-Utilities	818.20M			
UTMD	Utah Medical Products	Health Care Equipment & Supplies	333.45M			
UTME	UTime	Consumer Electronics	15.05M			
UTRS	Minerva Surgical	Health Information Services	7.94M			
UTSI	UTStarcom Holdings	Communications Equipment	36.95M			
